ERROR: Component M287 is not in a mock fail state
ERROR: Component P180 is not currently installed
[OBSERVER] Component P520 changed from INSTALLED to PENDING
[OBSERVER] Component P447 changed from INSTALLED to PENDING
[OBSERVER] Component P428 changed from FAILED to PENDING
[OBSERVER] Component P408 changed from INSTALLED to PENDING
[OBSERVER] Component P218 changed from INSTALLED to PENDING
[OBSERVER] Component P211 changed from FAILED to PENDING
[OBSERVER] Component P176 changed from INSTALLED to PENDING
[OBSERVER] Component P169 changed from INSTALLED to PENDING
[OBSERVER] Component P112 changed from INSTALLED to PENDING
[OBSERVER] Component P102 changed from INSTALLED to PENDING
[OBSERVER] Component P35 changed from INSTALLED to PENDING
[OBSERVER] Component M922 changed from FAILED to PENDING
[OBSERVER] Component M911 changed from INSTALLED to PENDING
[OBSERVER] Component M907 changed from INSTALLED to PENDING
[OBSERVER] Component M863 changed from FAILED to PENDING
[OBSERVER] Component M838 changed from INSTALLED to PENDING
[OBSERVER] Component M805 changed from INSTALLED to PENDING
[OBSERVER] Component M789 changed from INSTALLED to PENDING
[OBSERVER] Component M773 changed from INSTALLED to PENDING
[OBSERVER] Component M766 changed from INSTALLED to PENDING
[OBSERVER] Component M725 changed from INSTALLED to PENDING
[OBSERVER] Component M698 changed from INSTALLED to PENDING
[OBSERVER] Component M685 changed from INSTALLED to PENDING
[OBSERVER] Component M635 changed from INSTALLED to PENDING
[OBSERVER] Component M591 changed from INSTALLED to PENDING
[OBSERVER] Component M585 changed from INSTALLED to PENDING
[OBSERVER] Component M452 changed from INSTALLED to PENDING
[OBSERVER] Component M345 changed from INSTALLED to PENDING
[OBSERVER] Component M324 changed from INSTALLED to PENDING
[OBSERVER] Component M282 changed from INSTALLED to PENDING
[OBSERVER] Component M230 changed from INSTALLED to PENDING
[OBSERVER] Component M213 changed from INSTALLED to PENDING
[OBSERVER] Component M179 changed from INSTALLED to PENDING
[OBSERVER] Component M158 changed from INSTALLED to PENDING
[OBSERVER] Component M149 changed from INSTALLED to PENDING
[OBSERVER] Component M140 changed from INSTALLED to PENDING
[OBSERVER] Component M116 changed from INSTALLED to PENDING
[OBSERVER] Component M91 changed from INSTALLED to PENDING
[OBSERVER] Component M86 changed from INSTALLED to PENDING
[OBSERVER] Component M69 changed from INSTALLED to PENDING
[OBSERVER] Component M58 changed from INSTALLED to PENDING
[OBSERVER] Component M39 changed from INSTALLED to PENDING
[OBSERVER] Component M7 changed from INSTALLED to PENDING
[OBSERVER] Component P558 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
ERROR: Component M667 is not in a mock fail state
ERROR: Component M615 is not in a mock fail state
[OBSERVER] Component M538 changed from PENDING to FAILED
[OBSERVER] Component P259 changed from PENDING to FAILED
[OBSERVER] Component M816 changed from PENDING to FAILED
[OBSERVER] Component M477 changed from PENDING to INSTALLED
ERROR: Component M450 is not currently installed
ERROR: Component M287 is not currently installed
ERROR: Component M329 is not in a mock fail state
[OBSERVER] Component M887 changed from PENDING to INSTALLED
[OBSERVER] Component M341 changed from PENDING to INSTALLED
[OBSERVER] Component P188 changed from PENDING to INSTALLED
ERROR: Component P224 is not currently installed
ERROR: Component P245 is not in a mock fail state
ERROR: Component M849 is not in a mock fail state
ERROR: Component M925 is not currently installed
[OBSERVER] Component P424 changed from PENDING to FAILED
[OBSERVER] Component M541 changed from PENDING to INSTALLED
ERROR: Component GHOST_P does not exist
ERROR: Component M399 is not currently installed
[OBSERVER] Component M159 changed from PENDING to INSTALLED
[OBSERVER] Component P514 changed from PENDING to INSTALLED
[OBSERVER] Component M481 changed from PENDING to INSTALLED
[OBSERVER] Component M590 changed from PENDING to INSTALLED
[OBSERVER] Component P559 changed from PENDING to INSTALLED
[OBSERVER] Component M593 changed from PENDING to INSTALLED
[OBSERVER] Component M832 changed from PENDING to INSTALLED
[OBSERVER] Component M731 changed from PENDING to INSTALLED
[OBSERVER] Component M805 changed from PENDING to INSTALLED
[OBSERVER] Component P441 changed from PENDING to INSTALLED
[OBSERVER] Component M209 changed from PENDING to INSTALLED
[OBSERVER] Component P96 changed from PENDING to INSTALLED
[OBSERVER] Component M429 changed from PENDING to INSTALLED
[OBSERVER] Component P2 changed from PENDING to INSTALLED
[OBSERVER] Component M259 changed from PENDING to INSTALLED
ERROR: Component M197 is not currently installed
[OBSERVER] Component M3 changed from PENDING to INSTALLED
[OBSERVER] Component M609 changed from PENDING to INSTALLED
[OBSERVER] Component P196 changed from PENDING to INSTALLED
[OBSERVER] Component M51 changed from PENDING to INSTALLED
[OBSERVER] Component M355 changed from PENDING to INSTALLED
[OBSERVER] Component M384 changed from PENDING to INSTALLED
[OBSERVER] Component P409 changed from PENDING to INSTALLED
[OBSERVER] Component M712 changed from PENDING to INSTALLED
[OBSERVER] Component P183 changed from PENDING to INSTALLED
[OBSERVER] Component P507 changed from PENDING to FAILED
[OBSERVER] Component P109 changed from PENDING to FAILED
ERROR: Component P458 is not currently installed
ERROR: Component M165 is not in a mock fail state
[OBSERVER] Component M830 changed from PENDING to INSTALLED
[OBSERVER] Component M408 changed from PENDING to INSTALLED
[OBSERVER] Component M374 changed from PENDING to INSTALLED
[OBSERVER] Component P486 changed from PENDING to INSTALLED
ERROR: Component P216 is not currently installed
ERROR: Component P217 is already set to fail
ERROR: Component P578 is not currently installed
[OBSERVER] Component M110 changed from PENDING to FAILED
[OBSERVER] Component P15 changed from PENDING to FAILED
ERROR: Component P428 is not in a mock fail state
ERROR: Component M485 is not in a mock fail state
ERROR: Component M129 is not currently installed
[OBSERVER] Component P559 changed from INSTALLED to PENDING
[OBSERVER] Component P558 changed from INSTALLED to PENDING
[OBSERVER] Component P514 changed from INSTALLED to PENDING
[OBSERVER] Component P507 changed from FAILED to PENDING
[OBSERVER] Component P486 changed from INSTALLED to PENDING
[OBSERVER] Component P441 changed from INSTALLED to PENDING
[OBSERVER] Component P424 changed from FAILED to PENDING
[OBSERVER] Component P409 changed from INSTALLED to PENDING
[OBSERVER] Component P259 changed from FAILED to PENDING
[OBSERVER] Component P196 changed from INSTALLED to PENDING
[OBSERVER] Component P188 changed from INSTALLED to PENDING
[OBSERVER] Component P183 changed from INSTALLED to PENDING
[OBSERVER] Component P109 changed from FAILED to PENDING
[OBSERVER] Component P96 changed from INSTALLED to PENDING
[OBSERVER] Component P15 changed from FAILED to PENDING
[OBSERVER] Component P2 changed from INSTALLED to PENDING
[OBSERVER] Component M887 changed from INSTALLED to PENDING
[OBSERVER] Component M832 changed from INSTALLED to PENDING
[OBSERVER] Component M830 changed from INSTALLED to PENDING
[OBSERVER] Component M816 changed from FAILED to PENDING
[OBSERVER] Component M805 changed from INSTALLED to PENDING
[OBSERVER] Component M731 changed from INSTALLED to PENDING
[OBSERVER] Component M712 changed from INSTALLED to PENDING
[OBSERVER] Component M609 changed from INSTALLED to PENDING
[OBSERVER] Component M593 changed from INSTALLED to PENDING
[OBSERVER] Component M590 changed from INSTALLED to PENDING
[OBSERVER] Component M541 changed from INSTALLED to PENDING
[OBSERVER] Component M538 changed from FAILED to PENDING
[OBSERVER] Component M481 changed from INSTALLED to PENDING
[OBSERVER] Component M477 changed from INSTALLED to PENDING
[OBSERVER] Component M429 changed from INSTALLED to PENDING
[OBSERVER] Component M408 changed from INSTALLED to PENDING
[OBSERVER] Component M384 changed from INSTALLED to PENDING
[OBSERVER] Component M374 changed from INSTALLED to PENDING
[OBSERVER] Component M355 changed from INSTALLED to PENDING
[OBSERVER] Component M341 changed from INSTALLED to PENDING
[OBSERVER] Component M259 changed from INSTALLED to PENDING
[OBSERVER] Component M209 changed from INSTALLED to PENDING
[OBSERVER] Component M159 changed from INSTALLED to PENDING
[OBSERVER] Component M110 changed from FAILED to PENDING
[OBSERVER] Component M51 changed from INSTALLED to PENDING
[OBSERVER] Component M3 changed from INSTALLED to PENDING
ERROR: No installed components to uninstall
[OBSERVER] Component M102 changed from PENDING to INSTALLED
[OBSERVER] Component P225 changed from PENDING to INSTALLED
[OBSERVER] Component P603 changed from PENDING to INSTALLED
ERROR: Component M638 is not in a mock fail state
[OBSERVER] Component M824 changed from PENDING to INSTALLED
ERROR: Component P545 is not currently installed
[OBSERVER] Component M797 changed from PENDING to INSTALLED
[OBSERVER] Component P467 changed from PENDING to INSTALLED
[OBSERVER] Component M291 changed from PENDING to INSTALLED
[OBSERVER] Component M664 changed from PENDING to INSTALLED
[OBSERVER] Component P371 changed from PENDING to INSTALLED
[OBSERVER] Component P296 changed from PENDING to INSTALLED
ERROR: Component M391 is not in a mock fail state
[OBSERVER] Component P434 changed from PENDING to FAILED
[OBSERVER] Component M800 changed from PENDING to INSTALLED
[OBSERVER] Component M899 changed from PENDING to INSTALLED
ERROR: Component M840 is not currently installed
ERROR: Component M626 is not in a mock fail state
[OBSERVER] Component M238 changed from PENDING to INSTALLED
[OBSERVER] Component P566 changed from PENDING to INSTALLED
[OBSERVER] Component M1 changed from PENDING to INSTALLED
[OBSERVER] Component M120 changed from PENDING to INSTALLED
[OBSERVER] Component M313 changed from PENDING to INSTALLED
[OBSERVER] Component P440 changed from PENDING to INSTALLED
[OBSERVER] Component M115 changed from PENDING to INSTALLED
[OBSERVER] Component P398 changed from PENDING to INSTALLED
[OBSERVER] Component P603 changed from INSTALLED to PENDING
[OBSERVER] Component P566 changed from INSTALLED to PENDING
[OBSERVER] Component P467 changed from INSTALLED to PENDING
[OBSERVER] Component P440 changed from INSTALLED to PENDING
[OBSERVER] Component P434 changed from FAILED to PENDING
[OBSERVER] Component P398 changed from INSTALLED to PENDING
[OBSERVER] Component P371 changed from INSTALLED to PENDING
[OBSERVER] Component P296 changed from INSTALLED to PENDING
[OBSERVER] Component P225 changed from INSTALLED to PENDING
[OBSERVER] Component M899 changed from INSTALLED to PENDING
[OBSERVER] Component M824 changed from INSTALLED to PENDING
[OBSERVER] Component M800 changed from INSTALLED to PENDING
[OBSERVER] Component M797 changed from INSTALLED to PENDING
[OBSERVER] Component M664 changed from INSTALLED to PENDING
[OBSERVER] Component M313 changed from INSTALLED to PENDING
[OBSERVER] Component M291 changed from INSTALLED to PENDING
[OBSERVER] Component M238 changed from INSTALLED to PENDING
[OBSERVER] Component M120 changed from INSTALLED to PENDING
[OBSERVER] Component M115 changed from INSTALLED to PENDING
[OBSERVER] Component M102 changed from INSTALLED to PENDING
[OBSERVER] Component M1 changed from INSTALLED to PENDING
[OBSERVER] Component M124 changed from PENDING to INSTALLED
[OBSERVER] Component M326 changed from PENDING to INSTALLED
ERROR: Component P117 is not currently installed
ERROR: Cannot attach to a module
ERROR: Component with ID M858 already exists
[OBSERVER] Component M908 changed from PENDING to INSTALLED
[OBSERVER] Component M768 changed from PENDING to INSTALLED
[OBSERVER] Component M123 changed from PENDING to INSTALLED
[OBSERVER] Component M418 changed from PENDING to INSTALLED
[OBSERVER] Component P146 changed from PENDING to INSTALLED
[OBSERVER] Component P272 changed from PENDING to FAILED
ERROR: Invalid command
ERROR: Cannot attach to a module
ERROR: Component M481 is not currently installed
ERROR: Component P76 is not currently installed
[OBSERVER] Component M122 changed from PENDING to INSTALLED
[OBSERVER] Component M363 changed from PENDING to INSTALLED
ERROR: Component M95 is not currently installed
[OBSERVER] Component M39 changed from PENDING to INSTALLED
[OBSERVER] Component M907 changed from PENDING to INSTALLED
[OBSERVER] Component M766 changed from PENDING to INSTALLED
[OBSERVER] Component P408 changed from PENDING to INSTALLED
ERROR: Component M440 is not currently installed
[OBSERVER] Component M329 changed from PENDING to INSTALLED
ERROR: Component M781 is not in a mock fail state
ERROR: Component with ID M532 already exists
ERROR: Component M817 is not in a mock fail state
[OBSERVER] Component M500 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
ERROR: Component P604 is not currently installed
ERROR: Invalid command
[OBSERVER] Component M438 changed from PENDING to INSTALLED
[OBSERVER] Component P411 changed from PENDING to INSTALLED
[OBSERVER] Component M88 changed from PENDING to INSTALLED
[OBSERVER] Component M348 changed from PENDING to INSTALLED
[OBSERVER] Component M708 changed from PENDING to INSTALLED
[OBSERVER] Component M446 changed from PENDING to INSTALLED
[OBSERVER] Component M316 changed from PENDING to INSTALLED
[OBSERVER] Component M219 changed from PENDING to INSTALLED
[OBSERVER] Component M509 changed from PENDING to INSTALLED
[OBSERVER] Component P439 changed from PENDING to INSTALLED
[OBSERVER] Component M451 changed from PENDING to INSTALLED
[OBSERVER] Component P366 changed from PENDING to INSTALLED
[OBSERVER] Component M564 changed from PENDING to INSTALLED
[OBSERVER] Component M827 changed from PENDING to INSTALLED
[OBSERVER] Component P284 changed from PENDING to INSTALLED
[OBSERVER] Component M134 changed from PENDING to INSTALLED
[OBSERVER] Component M18 changed from PENDING to INSTALLED
[OBSERVER] Component M541 changed from PENDING to INSTALLED
[OBSERVER] Component P517 changed from PENDING to INSTALLED
[OBSERVER] Component P533 changed from PENDING to INSTALLED
[OBSERVER] Component P348 changed from PENDING to INSTALLED
[OBSERVER] Component M761 changed from PENDING to INSTALLED
[OBSERVER] Component P526 changed from PENDING to INSTALLED
[OBSERVER] Component P256 changed from PENDING to INSTALLED
[OBSERVER] Component M608 changed from PENDING to INSTALLED
[OBSERVER] Component P138 changed from PENDING to INSTALLED
ERROR: Component M398 is not currently installed
[OBSERVER] Component M78 changed from PENDING to INSTALLED
ERROR: Component M817 is not in a mock fail state
ERROR: Component GHOST_P does not exist
ERROR: Component M246 is not currently installed
[OBSERVER] Component P533 changed from INSTALLED to PENDING
[OBSERVER] Component P526 changed from INSTALLED to PENDING
[OBSERVER] Component P517 changed from INSTALLED to PENDING
[OBSERVER] Component P439 changed from INSTALLED to PENDING
[OBSERVER] Component P411 changed from INSTALLED to PENDING
[OBSERVER] Component P408 changed from INSTALLED to PENDING
[OBSERVER] Component P366 changed from INSTALLED to PENDING
[OBSERVER] Component P348 changed from INSTALLED to PENDING
[OBSERVER] Component P284 changed from INSTALLED to PENDING
[OBSERVER] Component P272 changed from FAILED to PENDING
[OBSERVER] Component P256 changed from INSTALLED to PENDING
[OBSERVER] Component P146 changed from INSTALLED to PENDING
[OBSERVER] Component P138 changed from INSTALLED to PENDING
[OBSERVER] Component M908 changed from INSTALLED to PENDING
[OBSERVER] Component M907 changed from INSTALLED to PENDING
[OBSERVER] Component M827 changed from INSTALLED to PENDING
[OBSERVER] Component M768 changed from INSTALLED to PENDING
[OBSERVER] Component M766 changed from INSTALLED to PENDING
[OBSERVER] Component M761 changed from INSTALLED to PENDING
[OBSERVER] Component M708 changed from INSTALLED to PENDING
[OBSERVER] Component M608 changed from INSTALLED to PENDING
[OBSERVER] Component M564 changed from INSTALLED to PENDING
[OBSERVER] Component M541 changed from INSTALLED to PENDING
[OBSERVER] Component M509 changed from INSTALLED to PENDING
[OBSERVER] Component M500 changed from INSTALLED to PENDING
[OBSERVER] Component M451 changed from INSTALLED to PENDING
[OBSERVER] Component M446 changed from INSTALLED to PENDING
[OBSERVER] Component M438 changed from INSTALLED to PENDING
[OBSERVER] Component M418 changed from INSTALLED to PENDING
[OBSERVER] Component M363 changed from INSTALLED to PENDING
[OBSERVER] Component M348 changed from INSTALLED to PENDING
[OBSERVER] Component M329 changed from INSTALLED to PENDING
[OBSERVER] Component M326 changed from INSTALLED to PENDING
[OBSERVER] Component M316 changed from INSTALLED to PENDING
[OBSERVER] Component M219 changed from INSTALLED to PENDING
[OBSERVER] Component M134 changed from INSTALLED to PENDING
[OBSERVER] Component M124 changed from INSTALLED to PENDING
[OBSERVER] Component M123 changed from INSTALLED to PENDING
[OBSERVER] Component M122 changed from INSTALLED to PENDING
[OBSERVER] Component M88 changed from INSTALLED to PENDING
[OBSERVER] Component M78 changed from INSTALLED to PENDING
[OBSERVER] Component M39 changed from INSTALLED to PENDING
[OBSERVER] Component M18 changed from INSTALLED to PENDING
[OBSERVER] Component M403 changed from PENDING to INSTALLED
[OBSERVER] Component M98 changed from PENDING to INSTALLED
[OBSERVER] Component M44 changed from PENDING to INSTALLED
[OBSERVER] Component M197 changed from PENDING to INSTALLED
[OBSERVER] Component P511 changed from PENDING to INSTALLED
[OBSERVER] Component M513 changed from PENDING to INSTALLED
[OBSERVER] Component P233 changed from PENDING to INSTALLED
ERROR: Invalid command
ERROR: Component M484 is not currently installed
ERROR: Component P198 is not currently installed
ERROR: Component M585 is not currently installed
[OBSERVER] Component M732 changed from PENDING to INSTALLED
[OBSERVER] Component M665 changed from PENDING to INSTALLED
[OBSERVER] Component M606 changed from PENDING to INSTALLED
[OBSERVER] Component M426 changed from PENDING to INSTALLED
[OBSERVER] Component P328 changed from PENDING to INSTALLED
[OBSERVER] Component M416 changed from PENDING to INSTALLED
[OBSERVER] Component P536 changed from PENDING to INSTALLED
[OBSERVER] Component M126 changed from PENDING to INSTALLED
[OBSERVER] Component P369 changed from PENDING to INSTALLED
[OBSERVER] Component M36 changed from PENDING to INSTALLED
[OBSERVER] Component M793 changed from PENDING to INSTALLED
[OBSERVER] Component P316 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
[OBSERVER] Component P536 changed from INSTALLED to PENDING
[OBSERVER] Component P511 changed from INSTALLED to PENDING
[OBSERVER] Component P369 changed from INSTALLED to PENDING
[OBSERVER] Component P328 changed from INSTALLED to PENDING
[OBSERVER] Component P316 changed from INSTALLED to PENDING
[OBSERVER] Component P233 changed from INSTALLED to PENDING
[OBSERVER] Component M793 changed from INSTALLED to PENDING
[OBSERVER] Component M732 changed from INSTALLED to PENDING
[OBSERVER] Component M665 changed from INSTALLED to PENDING
[OBSERVER] Component M606 changed from INSTALLED to PENDING
[OBSERVER] Component M513 changed from INSTALLED to PENDING
[OBSERVER] Component M426 changed from INSTALLED to PENDING
[OBSERVER] Component M416 changed from INSTALLED to PENDING
[OBSERVER] Component M403 changed from INSTALLED to PENDING
[OBSERVER] Component M197 changed from INSTALLED to PENDING
[OBSERVER] Component M126 changed from INSTALLED to PENDING
[OBSERVER] Component M98 changed from INSTALLED to PENDING
[OBSERVER] Component M44 changed from INSTALLED to PENDING
[OBSERVER] Component M36 changed from INSTALLED to PENDING
ERROR: Component M320 is not currently installed
ERROR: Component P154 is not currently installed
[OBSERVER] Component M644 changed from PENDING to INSTALLED
[OBSERVER] Component M870 changed from PENDING to INSTALLED
ERROR: Component M699 is not in a mock fail state
ERROR: Component M442 is not in a mock fail state
ERROR: Component M229 is not in a mock fail state
[OBSERVER] Component M444 changed from PENDING to INSTALLED
ERROR: Invalid command
ERROR: Component M687 is not currently installed
[OBSERVER] Component M642 changed from PENDING to INSTALLED
[OBSERVER] Component M870 changed from INSTALLED to PENDING
[OBSERVER] Component M644 changed from INSTALLED to PENDING
[OBSERVER] Component M642 changed from INSTALLED to PENDING
[OBSERVER] Component M444 changed from INSTALLED to PENDING
ERROR: Component M548 is not currently installed
ERROR: Component P43 is not currently installed
[OBSERVER] Component M216 changed from PENDING to FAILED
ERROR: Component M262 is not currently installed
ERROR: Component with ID M726 already exists
[OBSERVER] Component M250 changed from PENDING to INSTALLED
ERROR: Component P55 is not currently installed
[OBSERVER] Component M310 changed from PENDING to INSTALLED
ERROR: Component M85 is not in a mock fail state
[OBSERVER] Component M589 changed from PENDING to INSTALLED
[OBSERVER] Component M814 changed from PENDING to INSTALLED
ERROR: Component P312 is not currently installed
[OBSERVER] Component M498 changed from PENDING to INSTALLED
[OBSERVER] Component M710 changed from PENDING to INSTALLED
ERROR: Component P352 is not in a mock fail state
ERROR: Component P12 is not currently installed
ERROR: Component M865 is not currently installed
ERROR: Component M814 is already installed
[OBSERVER] Component M330 changed from PENDING to INSTALLED
[OBSERVER] Component M670 changed from PENDING to INSTALLED
[OBSERVER] Component M95 changed from PENDING to INSTALLED
[OBSERVER] Component M215 changed from PENDING to INSTALLED
[OBSERVER] Component M678 changed from PENDING to INSTALLED
[OBSERVER] Component M792 changed from PENDING to INSTALLED
[OBSERVER] Component M688 changed from PENDING to INSTALLED
[OBSERVER] Component P509 changed from PENDING to INSTALLED
[OBSERVER] Component M287 changed from PENDING to INSTALLED
[OBSERVER] Component P404 changed from PENDING to INSTALLED
[OBSERVER] Component M590 changed from PENDING to INSTALLED
[OBSERVER] Component P559 changed from PENDING to INSTALLED
[OBSERVER] Component M593 changed from PENDING to INSTALLED
[OBSERVER] Component M832 changed from PENDING to INSTALLED
[OBSERVER] Component M731 changed from PENDING to INSTALLED
[OBSERVER] Component M805 changed from PENDING to INSTALLED
[OBSERVER] Component P441 changed from PENDING to INSTALLED
[OBSERVER] Component M209 changed from PENDING to INSTALLED
[OBSERVER] Component P96 changed from PENDING to INSTALLED
[OBSERVER] Component M617 changed from PENDING to INSTALLED
[OBSERVER] Component M28 changed from PENDING to INSTALLED
[OBSERVER] Component P28 changed from PENDING to INSTALLED
[OBSERVER] Component P1 changed from PENDING to INSTALLED
[OBSERVER] Component M423 changed from PENDING to FAILED
ERROR: Cannot attach to a module
[OBSERVER] Component M87 changed from PENDING to INSTALLED
[OBSERVER] Component M122 changed from PENDING to INSTALLED
[OBSERVER] Component P419 changed from PENDING to INSTALLED
[OBSERVER] Component M259 changed from PENDING to INSTALLED
[OBSERVER] Component M647 changed from PENDING to INSTALLED
[OBSERVER] Component P308 changed from PENDING to INSTALLED
[OBSERVER] Component M374 changed from PENDING to INSTALLED
[OBSERVER] Component M252 changed from PENDING to INSTALLED
[OBSERVER] Component M880 changed from PENDING to INSTALLED
[OBSERVER] Component P85 changed from PENDING to INSTALLED
[OBSERVER] Component M612 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
[OBSERVER] Component M748 changed from PENDING to INSTALLED
ERROR: Component M917 is not in a mock fail state
[OBSERVER] Component M752 changed from PENDING to INSTALLED
[OBSERVER] Component P342 changed from PENDING to FAILED
[OBSERVER] Component M752 changed from INSTALLED to PENDING
[OBSERVER] Component P190 changed from PENDING to FAILED
[OBSERVER] Component M798 changed from PENDING to INSTALLED
[OBSERVER] Component M220 changed from PENDING to INSTALLED
[OBSERVER] Component M367 changed from PENDING to INSTALLED
[OBSERVER] Component M492 changed from PENDING to INSTALLED
[OBSERVER] Component P332 changed from PENDING to INSTALLED
ERROR: Component P465 is not currently installed
ERROR: Cannot attach to a module
ERROR: Cannot attach to a module
ERROR: Component P167 is not currently installed
[OBSERVER] Component M452 changed from PENDING to FAILED
ERROR: Component M44 is not in a mock fail state
[OBSERVER] Component M45 changed from PENDING to INSTALLED
[OBSERVER] Component M811 changed from PENDING to FAILED
ERROR: Component M171 is not in a mock fail state
ERROR: Component M763 is not currently installed
ERROR: Component GHOST_P does not exist
ERROR: Component M580 is not currently installed
[OBSERVER] Component P464 changed from PENDING to FAILED
ERROR: Cannot attach to a module
[OBSERVER] Component M166 changed from PENDING to INSTALLED
[OBSERVER] Component P160 changed from PENDING to INSTALLED
[OBSERVER] Component M338 changed from PENDING to INSTALLED
[OBSERVER] Component M139 changed from PENDING to INSTALLED
[OBSERVER] Component P182 changed from PENDING to INSTALLED
ERROR: Component M624 is not in a mock fail state
ERROR: Component M571 is not currently installed
[OBSERVER] Component M487 changed from PENDING to INSTALLED
ERROR: Component P521 is not currently installed
[OBSERVER] Component M910 changed from PENDING to INSTALLED
ERROR: Invalid command
ERROR: Component M9 is not currently installed
ERROR: Cannot attach to a module
ERROR: Cannot attach to a module
ERROR: Component M822 is not currently installed
ERROR: Cannot attach to a module
ERROR: Component M653 is not currently installed
ERROR: Component M630 is not in a mock fail state
ERROR: Component M363 is not currently installed
[OBSERVER] Component M438 changed from PENDING to INSTALLED
ERROR: Component P331 is not in a mock fail state
ERROR: Component GHOST_P does not exist
ERROR: Component M177 is not currently installed
[OBSERVER] Component M765 changed from PENDING to INSTALLED
ERROR: Component M243 is not in a mock fail state
ERROR: Component M203 is not currently installed
[OBSERVER] Component M611 changed from PENDING to INSTALLED
[OBSERVER] Component P557 changed from PENDING to INSTALLED
[OBSERVER] Component M340 changed from PENDING to INSTALLED
ERROR: Component M256 is not in a mock fail state
[OBSERVER] Component M214 changed from PENDING to INSTALLED
[OBSERVER] Component M84 changed from PENDING to INSTALLED
ERROR: Component M139 is already installed
[OBSERVER] Component M554 changed from PENDING to INSTALLED
[OBSERVER] Component M52 changed from PENDING to FAILED
[OBSERVER] Component M813 changed from PENDING to INSTALLED
[OBSERVER] Component M389 changed from PENDING to INSTALLED
[OBSERVER] Component P469 changed from PENDING to INSTALLED
ERROR: Component P108 is not currently installed
ERROR: Invalid command
ERROR: Component GHOST_P does not exist
[OBSERVER] Component M436 changed from PENDING to INSTALLED
[OBSERVER] Component P597 changed from PENDING to FAILED
[OBSERVER] Component M436 changed from INSTALLED to PENDING
[OBSERVER] Component P402 changed from PENDING to FAILED
ERROR: Component M314 is not in a mock fail state
[OBSERVER] Component M752 changed from PENDING to INSTALLED
ERROR: Cannot attach to a module
[OBSERVER] Component M160 changed from PENDING to INSTALLED
[OBSERVER] Component P520 changed from PENDING to INSTALLED
[OBSERVER] Component M213 changed from PENDING to INSTALLED
[OBSERVER] Component M177 changed from PENDING to INSTALLED
[OBSERVER] Component P343 changed from PENDING to INSTALLED
[OBSERVER] Component P597 changed from FAILED to PENDING
[OBSERVER] Component P559 changed from INSTALLED to PENDING
[OBSERVER] Component P557 changed from INSTALLED to PENDING
[OBSERVER] Component P520 changed from INSTALLED to PENDING
[OBSERVER] Component P509 changed from INSTALLED to PENDING
[OBSERVER] Component P469 changed from INSTALLED to PENDING
[OBSERVER] Component P464 changed from FAILED to PENDING
[OBSERVER] Component P441 changed from INSTALLED to PENDING
[OBSERVER] Component P419 changed from INSTALLED to PENDING
[OBSERVER] Component P404 changed from INSTALLED to PENDING
[OBSERVER] Component P402 changed from FAILED to PENDING
[OBSERVER] Component P343 changed from INSTALLED to PENDING
[OBSERVER] Component P342 changed from FAILED to PENDING
[OBSERVER] Component P332 changed from INSTALLED to PENDING
[OBSERVER] Component P308 changed from INSTALLED to PENDING
[OBSERVER] Component P190 changed from FAILED to PENDING
[OBSERVER] Component P182 changed from INSTALLED to PENDING
[OBSERVER] Component P160 changed from INSTALLED to PENDING
[OBSERVER] Component P96 changed from INSTALLED to PENDING
[OBSERVER] Component P85 changed from INSTALLED to PENDING
[OBSERVER] Component P28 changed from INSTALLED to PENDING
[OBSERVER] Component P1 changed from INSTALLED to PENDING
[OBSERVER] Component M910 changed from INSTALLED to PENDING
[OBSERVER] Component M880 changed from INSTALLED to PENDING
[OBSERVER] Component M832 changed from INSTALLED to PENDING
[OBSERVER] Component M814 changed from INSTALLED to PENDING
[OBSERVER] Component M813 changed from INSTALLED to PENDING
[OBSERVER] Component M811 changed from FAILED to PENDING
[OBSERVER] Component M805 changed from INSTALLED to PENDING
[OBSERVER] Component M798 changed from INSTALLED to PENDING
[OBSERVER] Component M792 changed from INSTALLED to PENDING
[OBSERVER] Component M765 changed from INSTALLED to PENDING
[OBSERVER] Component M752 changed from INSTALLED to PENDING
[OBSERVER] Component M748 changed from INSTALLED to PENDING
[OBSERVER] Component M731 changed from INSTALLED to PENDING
[OBSERVER] Component M710 changed from INSTALLED to PENDING
[OBSERVER] Component M688 changed from INSTALLED to PENDING
[OBSERVER] Component M678 changed from INSTALLED to PENDING
[OBSERVER] Component M670 changed from INSTALLED to PENDING
[OBSERVER] Component M647 changed from INSTALLED to PENDING
[OBSERVER] Component M617 changed from INSTALLED to PENDING
[OBSERVER] Component M612 changed from INSTALLED to PENDING
[OBSERVER] Component M611 changed from INSTALLED to PENDING
[OBSERVER] Component M593 changed from INSTALLED to PENDING
[OBSERVER] Component M590 changed from INSTALLED to PENDING
[OBSERVER] Component M589 changed from INSTALLED to PENDING
[OBSERVER] Component M554 changed from INSTALLED to PENDING
[OBSERVER] Component M498 changed from INSTALLED to PENDING
[OBSERVER] Component M492 changed from INSTALLED to PENDING
[OBSERVER] Component M487 changed from INSTALLED to PENDING
